Scattering Cross-Section: Angle, Cross-section
Random rotation
2.84489 76615.3
2.86234 68720.8
2.87979 61220.1
2.89725 54198.3
2.9147 47730.7
2.93215 41889.3
2.94961 36747
2.96706 32377.7
2.98451 28853.3
3.00197 26237.7
3.01942 24581
3.03687 23913.6
3.05433 24244.9
3.07178 25563.2
3.08923 27840
3.10669 31035.3
3.12414 35103.9
3.14159 39999.9
Random rotation
0 4.5987e+08
0.0174533 4.51568e+08
0.0349066 4.25761e+08
0.0523599 3.85085e+08
0.0698132 3.33549e+08
0.0872665 2.75956e+08
0.10472 2.17259e+08
0.122173 1.61924e+08
0.139626 1.13431e+08
0.15708 7.39702e+07
0.174533 4.43595e+07
0.191986 2.41774e+07
0.20944 1.20593e+07
0.226893 6.08427e+06
0.244346 4.17355e+06
0.261799 4.4317e+06
0.279253 5.38127e+06
0.296706 6.07128e+06
0.314159 6.06641e+06
0.331613 5.3455e+06
0.349066 4.15004e+06
0.366519 2.82475e+06
0.383972 1.68501e+06
0.401426 932206
0.418879 623387
0.436332 687679
0.453786 973332
0.471239 1.30579e+06
0.488692 1.53914e+06
0.506145 1.58901e+06
0.523599 1.44224e+06
0.541052 1.14567e+06
0.558505 781277
0.575959 436871
0.593412 180980
0.610865 47745.1
0.628319 33912.5
0.645772 106451
0.663225 216803
0.680678 316747
0.698132 371336
0.715585 365960
0.733038 306648
0.750492 214698
0.767945 118052
0.785398 42287.4
0.802851 3743.75
0.820305 6304.62
0.837758 42138
0.855211 95582.8
0.872665 148650
0.890118 186404
0.907571 200785
0.925025 192037
0.942478 167686
0.959931 139640
0.977384 120407
0.994838 119516
1.01229 141047
1.02974 182772
1.0472 236947
1.06465 292399
1.0821 337283
1.09956 361791
1.11701 360220
1.13446 331987
1.15192 281486
1.16937 216939
1.18682 148571
1.20428 86558.3
1.22173 39172.4
1.23918 11463.4
1.25664 4671.01
1.27409 16392.6
1.29154 41390.1
1.309 72815
1.32645 103579
1.3439 127608
1.36136 140762
1.37881 141316
1.39626 129939
1.41372 109279
1.43117 83241.1
1.44862 56154.8
1.46608 31983.9
1.48353 13714.7
1.50098 3007.84
1.51844 133.939
1.53589 4157.64
1.55334 13293
1.5708 25334.2
1.58825 38068.8
1.6057 49605
1.62316 58575
1.64061 64214.1
1.65806 66340.5
1.67552 65273.5
1.69297 61730.1
1.71042 56724
1.72788 51478.9
1.74533 47347
1.76278 45719.2
1.78024 47911.1
1.79769 55021.2
1.81514 67771.5
1.8326 86353.3
1.85005 110314
1.8675 138515
1.88496 169186
1.90241 200081
1.91986 228716
1.93732 252659
1.95477 269835
1.97222 278781
1.98968 278822
2.00713 270148
2.02458 253766
2.04204 231358
2.05949 205058
2.07694 177188
2.0944 149991
2.11185 125393
2.1293 104821
2.14675 89097.1
2.16421 78406.8
2.18166 72341
2.19911 70002
2.21657 70154.2
2.23402 71400.7
2.25147 72367.9
2.26893 71877.2
2.28638 69088.4
2.30383 63599.4
2.32129 55492.4
2.33874 45319
2.35619 34026
2.37365 22825.4
2.3911 13025
2.40855 5836.73
2.42601 2189.87
2.44346 2575.4
2.46091 6947.42
2.47837 14701.1
2.49582 24736.5
2.51327 35604.1
2.53073 45715.3
2.54818 53585.5
2.56563 58074
2.58309 58577.8
2.60054 55144.7
2.61799 48482.4
2.63545 39856.4
2.6529 30890.7
2.67035 23300.9
2.68781 18604.8
2.70526 17860.1
2.72271 21475.4
2.74017 29128.6
2.75762 39809.1
2.77507 51977.2
2.79253 63813
2.80998 73512.3
2.82743 79578.2
2.84489 81055.8
2.86234 77673.4
2.87979 69865.8
2.89725 58678.8
2.9147 45577.7
2.93215 32193.8
2.94961 20057.7
2.96706 10365.8
2.98451 3818.71
3.00197 556.09
3.01942 192.222
3.03687 1939.88
3.05433 4793.12
3.07178 7731.79
3.08923 9908.88
3.10669 10788
3.12414 10209.9
3.14159 8381.99
Random rotation
0 4.45687e+08
0.0174533 4.35663e+08
0.0349066 4.08349e+08
0.0523599 3.66496e+08
0.0698132 3.14236e+08
0.0872665 2.56492e+08
0.10472 1.98307e+08
0.122173 1.44195e+08
0.139626 9.76229e+07
0.15708 6.06902e+07
0.174533 3.40556e+07
0.191986 1.70817e+07
0.20944 8.15717e+06
0.226893 5.11697e+06
0.244346 5.67404e+06
0.261799 7.78764e+06
0.279253 9.91439e+06
0.296706 1.1119e+07
0.314159 1.10524e+07
0.331613 9.82911e+06
0.349066 7.84939e+06
0.366519 5.61429e+06
0.383972 3.57236e+06
0.401426 2.02248e+06
0.418879 1.07937e+06
0.436332 693118
0.453786 704035
0.471239 910475
0.488692 1.12964e+06
0.506145 1.23799e+06
0.523599 1.18625e+06
0.541052 991457
0.558505 713927
0.575959 428705
0.593412 200418
0.610865 67208.9
0.628319 35786.1
0.645772 86150.6
0.663225 182398
0.680678 285254
0.698132 362624
0.715585 395874
0.733038 381262
0.750492 327342
0.767945 250032
0.785398 167154
0.802851 93962.3
0.820305 40454.4
0.837758 10631.7
0.855211 3301.46
0.872665 13769.8
0.890118 35753.4
0.907571 63004.7
0.925025 90389.5
0.942478 114383
0.959931 133101
0.977384 146050
0.994838 153751
1.01229 157360
1.02974 158333
1.0472 158147
1.06465 158079
1.0821 159027
1.09956 161408
1.11701 165111
1.13446 169547
1.15192 173770
1.16937 176665
1.18682 177153
1.20428 174387
1.22173 167900
1.23918 157680
1.25664 144165
1.27409 128169
1.29154 110756
1.309 93089.8
1.32645 76272.8
1.3439 61214.9
1.36136 48532.3
1.37881 38497.8
1.39626 31044.7
1.41372 25825.1
1.43117 22312.5
1.44862 19935.4
1.46608 18218.7
1.48353 16908.9
1.50098 16057.3
1.51844 16041.8
1.53589 17517.8
1.55334 21301
1.5708 28201
1.58825 38834.1
1.6057 53451.2
1.62316 71816.6
1.64061 93164.8
1.65806 116247
1.67552 139468
1.69297 161081
1.71042 179420
1.72788 193123
1.74533 201304
1.76278 203654
1.78024 200461
1.79769 192542
1.81514 181121
1.8326 167673
1.85005 153762
1.8675 140902
1.88496 130455
1.90241 123557
1.91986 121073
1.93732 123567
1.95477 131261
1.97222 144000
1.98968 161202
2.00713 181837
2.02458 204427
2.04204 227119
2.05949 247809
2.07694 264348
2.0944 274778
2.11185 277591
2.1293 271948
2.14675 257822
2.16421 236039
2.18166 208192
2.19911 176453
2.21657 143300
2.23402 111221
2.25147 82427.3
2.26893 58642
2.28638 40977.9
2.30383 29923.2
2.32129 25417.6
2.33874 26991.3
2.35619 33925.9
2.37365 45398.6
2.3911 60580
2.40855 78671
2.42601 98882.5
2.44346 120378
2.46091 142207
2.47837 163261
2.49582 182277
2.51327 197900
2.53073 208808
2.54818 213871
2.56563 212326
2.58309 203927
2.60054 189051
2.61799 168713
2.63545 144510
2.6529 118468
2.67035 92838.7
2.68781 69847
2.70526 51446.9
2.72271 39103.2
2.74017 33635.9
2.75762 35143.7
2.77507 43013
2.79253 56010.5
2.80998 72439.9
2.82743 90344
2.84489 107721
2.86234 122733
2.87979 133879
2.89725 140117
2.9147 140938
2.93215 136365
2.94961 126924
2.96706 113553
2.98451 97504.7
3.00197 80226.6
3.01942 63241.7
3.03687 48036.3
3.05433 35953.8
3.07178 28098
3.08923 25244.7
3.10669 27762.7
3.12414 35550.2
3.14159 47994.8
