Scattering Amplitude: Angle, Real Part, Imaginary Part
Random rotation
0.558505 1017.57 195.174
0.575959 759.838 175.215
0.593412 485.543 180.761
0.610865 214.653 209.115
0.628319 -35.7067 252.779
0.645772 -252.542 301.626
0.663225 -427.407 345.015
0.680678 -556.158 373.57
0.698132 -638.27 380.434
0.715585 -675.968 361.959
0.733038 -673.355 317.87
0.750492 -635.657 250.995
0.767945 -568.665 166.68
0.785398 -478.366 72.023
0.802851 -370.752 -24.967
0.820305 -251.753 -116.197
0.837758 -127.225 -194.23
0.855211 -2.9581 -252.901
0.872665 115.357 -287.774
0.890118 222.212 -296.447
0.907571 312.436 -278.68
0.925025 381.418 -236.388
0.942478 425.379 -173.472
0.959931 441.662 -95.5419
0.977384 429.033 -9.5053
0.994838 387.924 76.9247
1.01229 320.619 155.811
1.02974 231.313 219.629
1.0472 126.03 261.924
1.06465 12.3598 277.96
1.0821 -101.007 265.284
1.09956 -204.93 224.161
1.11701 -290.652 157.783
1.13446 -350.729 72.2023
1.15192 -379.977 -24.0845
1.16937 -376.317 -120.909
1.18682 -341.344 -207.541
1.20428 -280.52 -274.048
1.22173 -202.839 -312.754
1.23918 -119.923 -319.594
1.25664 -44.576 -295.131
1.27409 11.0988 -244.987
1.29154 37.7659 -179.51
1.309 30.8029 -112.565
1.32645 -8.26269 -59.4847
1.3439 -71.2009 -34.3876
1.36136 -143.711 -47.2408
1.37881 -207.376 -101.204
1.39626 -242.823 -190.863
1.41372 -233.7 -301.943
1.43117 -170.763 -412.883
1.44862 -55.1654 -498.356
1.46608 99.9984 -534.328
1.48353 270.654 -503.779
1.50098 425.522 -401.809
1.51844 532.336 -238.702
1.53589 565.378 -39.735
1.55334 512.592 158.835
1.5708 380.282 317.236
1.58825 193.677 401.642
1.6057 -7.44144 393.297
1.62316 -177.569 294.693
1.64061 -276.816 130.615
1.65806 -281.783 -56.8884
1.67552 -192.707 -218.772
1.69297 -34.4163 -311.967
1.71042 149.723 -311.363
1.72788 309.49 -217.096
1.74533 401.828 -54.6477
1.76278 402.957 132.553
1.78024 314.719 295.884
1.79769 163.116 395.657
1.81514 -10.4474 412.104
1.8326 -162.234 349.755
1.85005 -259.147 234.053
1.8675 -287.373 101.741
1.88496 -254.175 -11.3546
1.90241 -182.869 -80.8486
1.91986 -103.439 -99.3312
1.93732 -42.513 -75.7341
1.95477 -16.168 -29.7516
1.97222 -27.4061 15.8596
1.98968 -68.0637 42.0421
2.00713 -123.261 37.2869
2.02458 -176.03 -1.67085
2.04204 -210.508 -71.1041
2.05949 -213.498 -161.828
2.07694 -175.376 -260.015
2.0944 -91.5968 -347.559
2.11185 34.7545 -403.259
2.1293 190.297 -406.151
2.14675 350.543 -341.203
2.16421 482.837 -205.914
2.18166 553.604 -15.0169
2.19911 538.297 199.564
2.21657 430.652 394.921
2.23402 247.339 528.41
2.25147 25.3912 570.408
2.26893 -187.512 513.919
2.28638 -346.899 377.149
2.30383 -424.598 197.756
2.32129 -416.284 20.7015
2.33874 -340.781 -115.835
2.35619 -231.652 -191.301
2.37365 -124.572 -206.61
2.3911 -45.4522 -180.105
2.40855 -3.64872 -137.887
2.42601 7.73275 -102.78
2.44346 5.39768 -86.3382
2.46091 6.60987 -86.6636
2.47837 21.2172 -92.1594
2.49582 48.0825 -88.9106
2.51327 76.8881 -68.1484
2.53073 93.9418 -30.5983
2.54818 89.0846 13.85
2.56563 60.6236 50.5963
2.58309 16.333 66.6772
2.60054 -29.6224 56.1912
2.61799 -62.2896 22.6041
2.63545 -71.5996 -22.8015
2.6529 -55.826 -65.4513
2.67035 -21.6136 -92.9815
2.68781 19.1852 -99.4909
2.70526 54.3971 -86.9864
2.72271 76.1173 -63.6727
2.74017 83.2482 -39.9845
2.75762 81.1498 -24.0543
2.77507 78.7206 -18.4071
2.79253 84.1794 -19.0971
2.80998 101.231 -17.5145
2.82743 127.074 -4.0874
2.84489 152.964 27.5539
2.86234 167.113 77.5014
2.87979 158.849 138.695
2.89725 122.604 198.565
2.9147 60.3327 242.65
2.93215 -18.4359 258.981
2.94961 -98.9349 241.84
2.96706 -165.153 193.689
2.98451 -204.246 124.716
3.00197 -210.043 50.1455
3.01942 -184.651 -13.8262
3.03687 -137.743 -54.3035
3.05433 -83.8251 -64.9426
3.07178 -38.3063 -47.3452
3.08923 -13.5003 -10.3028
3.10669 -15.6221 32.787
3.12414 -43.5068 67.5444
3.14159 -89.2636 82.2688
Random rotation
0 4444.79 20967.8
0.0174533 10630.4 18400.3
0.0349066 15226 13932.3
0.0523599 17715.6 8442.97
0.0698132 18024.1 2882.92
0.0872665 16470.2 -1925.18
0.10472 13642.3 -5427.53
0.122173 10237.4 -7399.86
0.139626 6906.49 -7928.14
0.15708 4139.31 -7328.68
0.174533 2205.95 -6037.23
0.191986 1155.85 -4497.52
0.20944 862.255 -3073.57
0.226893 1092 -1999.03
0.244346 1579.91 -1365.61
0.261799 2090.8 -1143.62
0.279253 2459.16 -1222.09
0.296706 2603.76 -1455.18
0.314159 2520.78 -1703.21
0.331613 2262.53 -1861.31
0.349066 1910.17 -1872.81
0.366519 1547.78 -1728.93
0.383972 1242.88 -1458.36
0.401426 1035.59 -1111.83
0.418879 936.483 -746.148
0.436332 931.073 -411.158
0.453786 988.272 -141.454
0.471239 1070.12 46.7576
0.488692 1140.5 154.44
0.506145 1171.4 195.522
0.523599 1146.27 191.325
0.541052 1060.55 165.011
0.558505 920.072 137.065
0.575959 738.093 122.352
0.593412 531.922 128.856
0.610865 319.706 157.882
0.628319 117.895 205.32
0.645772 -60.4363 263.503
0.663225 -206.381 323.203
0.680678 -315.262 375.454
0.698132 -386.16 412.942
0.715585 -421.139 430.892
0.733038 -424.381 427.422
0.750492 -401.358 403.441
0.767945 -358.166 362.195
0.785398 -301.022 308.582
0.802851 -235.933 248.354
0.820305 -168.498 187.312
0.837758 -103.775 130.585
0.855211 -46.1767 82.0407
0.872665 0.655535 43.8985
0.890118 34.0119 16.5509
0.907571 52.3082 -1.38364
0.925025 55.2862 -12.7857
0.942478 44.1736 -21.5627
0.959931 21.7508 -32.0213
0.977384 -7.73261 -48.152
0.994838 -38.833 -72.9057
1.01229 -65.3988 -107.562
1.02974 -81.2505 -151.29
1.0472 -80.9969 -200.995
1.06465 -60.8898 -251.509
1.0821 -19.5851 -296.167
1.09956 41.334 -327.707
1.11701 117.21 -339.419
1.13446 200.638 -326.357
1.15192 282.286 -286.423
1.16937 352.159 -221.09
1.18682 401.133 -135.583
1.20428 422.506 -38.3875
1.22173 413.282 59.8969
1.23918 374.879 148.221
1.25664 313.051 216.988
1.27409 236.95 259.817
1.29154 157.425 274.753
1.309 84.8766 264.609
1.32645 27.1157 236.258
1.3439 -12.2548 198.939
1.36136 -34.4787 161.932
1.37881 -45.0467 132.122
1.39626 -51.9006 112.108
1.41372 -62.8207 99.4537
1.43117 -82.6629 87.3986
1.44862 -111.247 67.0113
1.46608 -142.62 30.3048
1.48353 -166.108 -26.5116
1.50098 -169.092 -100.639
1.51844 -140.882 -182.03
1.53589 -76.658 -254.93
1.55334 19.7566 -301.474
1.5708 135.314 -306.514
1.58825 249.842 -262.368
1.6057 340.539 -172.021
1.62316 387.776 -49.6027
1.64061 380.599 82.2805
1.65806 320.227 197.881
1.67552 220.325 274.908
1.69297 103.752 300.489
1.71042 -3.43296 274.656
1.72788 -79.0058 210.197
1.74533 -110.519 128.829
1.76278 -98.3379 54.8183
1.78024 -54.8526 8.02185
1.79769 -0.170676 -1.49047
1.81514 44.2349 24.3663
1.8326 61.8597 73.195
1.85005 45.5204 126.595
1.8675 -1.43957 165.972
1.88496 -67.1168 177.761
1.90241 -135.174 156.56
1.91986 -189.566 105.587
1.93732 -218.402 34.8237
1.95477 -216.082 -42.1186
1.97222 -183.626 -111.295
1.98968 -127.674 -161.094
2.00713 -58.7807 -184.028
2.02458 10.5588 -177.727
2.04204 68.0386 -145.31
2.05949 103.833 -95.0266
2.07694 112.852 -38.8935
2.0944 96.3705 9.86555
2.11185 62.2121 40.293
2.1293 22.8513 47.1227
2.14675 -8.43527 32.7692
2.16421 -22.2465 6.68641
2.18166 -16.7056 -18.1699
2.19911 1.73017 -30.7021
2.21657 21.1069 -26.6748
2.23402 29.6383 -10.9637
2.25147 21.8688 4.40365
2.26893 2.40805 6.03247
2.28638 -14.9256 -13.5245
2.30383 -12.7922 -50.2693
2.32129 21.1853 -87.9952
2.33874 86.7408 -103.312
2.35619 167.738 -74.9753
2.37365 235.434 6.05434
2.3911 257.641 130.053
2.40855 210.642 268.575
2.42601 89.3773 381.683
2.44346 -88.1097 430.16
2.46091 -283.921 388.485
2.47837 -450.385 254.028
2.49582 -543.652 49.2832
2.51327 -536.363 -183.568
2.53073 -425.413 -393.896
2.54818 -232.662 -536.016
2.56563 1.22103 -580.701
2.58309 227.548 -521.711
2.60054 401.701 -376
2.61799 493.236 -178.163
2.63545 491.654 28.8351
2.6529 406.962 203.96
2.67035 265.51 316.884
2.68781 102.677 353.432
2.70526 -45.5962 316.916
2.72271 -150.436 225.596
2.74017 -195.327 107.296
2.75762 -178.255 -7.35063
2.77507 -110.663 -91.4729
2.79253 -13.8282 -127.037
2.80998 86.2675 -107.619
2.82743 164.382 -38.6552
2.84489 200.69 64.5137
2.86234 183.978 180.096
2.87979 113.073 283.972
2.89725 -3.40218 353.749
2.9147 -148.625 372.21
2.93215 -300.128 329.897
2.94961 -432.986 226.671
2.96706 -523.377 72.1734
2.98451 -552.235 -114.925
3.00197 -508.636 -309.022
3.01942 -392.385 -481.015
3.03687 -215.184 -602.814
3.05433 0.151977 -652.335
3.07178 222.695 -618.049
3.08923 418.364 -502.021
3.10669 556.06 -320.555
3.12414 613.748 -101.97
3.14159 583.108 118.272
Random rotation
0 4424.54 20952.3
0.0174533 10583.8 18418.2
0.0349066 15174.1 13997.4
0.0523599 17684.2 8555.04
0.0698132 18035.4 3027.59
0.0872665 16536 -1772.4
0.10472 13760.2 -5294.42
0.122173 10391.4 -7309.97
0.139626 7070.91 -7894.8
0.15708 4285.37 -7352.03
0.174533 2308.22 -6104.77
0.191986 1197.61 -4587.88
0.20944 838.042 -3162.05
0.226893 1007.11 -2063.39
0.244346 1447.27 -1390.59
0.261799 1926.34 -1123.16
0.279253 2276.98 -1159.02
0.296706 2412.47 -1358.65
0.314159 2321.62 -1584.97
0.331613 2049.74 -1731.74
0.349066 1673.1 -1737.91
0.366519 1274.16 -1588.77
0.383972 922.223 -1307.34
0.401426 662.055 -940.483
0.418879 510.451 -543.867
0.436332 459.317 -169.25
0.453786 482.836 144.228
0.471239 546.229 374.108
0.488692 614.045 514.558
0.506145 656.568 573.361
0.523599 653.708 567.298
0.541052 596.358 517.2
0.558505 485.676 443.631
0.575959 330.96 363.776
0.593412 146.821 289.725
0.610865 -49.7131 228.068
0.628319 -241.739 180.513
0.645772 -414.394 145.142
0.663225 -556.081 117.957
0.680678 -659.044 94.3799
0.698132 -719.416 70.4892
0.715585 -736.911 43.867
0.733038 -714.293 14.0051
0.750492 -656.763 -17.7009
0.767945 -571.334 -48.2972
0.785398 -466.24 -73.8585
0.802851 -350.401 -90.2055
0.820305 -232.915 -93.6438
0.837758 -122.584 -81.6289
0.855211 -27.4403 -53.2749
0.872665 45.7127 -9.64986
0.890118 91.7442 46.1789
0.907571 107.579 109.357
0.925025 92.487 173.698
0.942478 48.2231 232.325
0.959931 -21.0221 278.451
0.977384 -108.894 306.182
0.994838 -207.372 311.269
1.01229 -307.472 291.693
1.02974 -400.086 248.011
1.0472 -476.897 183.397
1.06465 -531.231 103.355
1.0821 -558.767 15.1415
1.09956 -557.993 -73.0609
1.11701 -530.332 -153.087
1.13446 -479.932 -217.746
1.15192 -413.122 -261.644
1.16937 -337.625 -281.771
1.18682 -261.627 -277.772
1.20428 -192.841 -251.872
1.22173 -137.687 -208.495
1.23918 -100.699 -153.655
1.25664 -84.196 -94.219
1.27409 -88.2317 -37.1665
1.29154 -110.776 11.0639
1.309 -148.041 45.0843
1.32645 -194.883 60.9157
1.3439 -245.206 56.2292
1.36136 -292.365 30.521
1.37881 -329.588 -14.7364
1.39626 -350.47 -75.9676
1.41372 -349.605 -147.449
1.43117 -323.373 -221.455
1.44862 -270.79 -288.736
1.46608 -194.292 -339.42
1.48353 -100.187 -364.364
1.50098 1.48357 -356.818
1.51844 97.859 -314.105
1.53589 175.02 -238.936
1.55334 220.395 -139.892
1.5708 225.402 -30.7493
1.58825 187.73 71.4622
1.6057 112.611 149.452
1.62316 12.5946 189.161
1.64061 -94.3728 182.969
1.65806 -188.296 131.753
1.67552 -251.239 45.1767
1.69297 -271.223 -60.0471
1.71042 -244.903 -163.617
1.72788 -178.284 -246.03
1.74533 -85.2406 -292.798
1.76278 15.8101 -297.409
1.78024 106.177 -262.281
1.79769 170.975 -197.541
1.81514 201.946 -118.088
1.8326 198.423 -39.8581
1.85005 166.379 23.6175
1.8675 116.145 63.503
1.88496 59.6585 76.4227
1.90241 8.11647 63.8894
1.91986 -29.4699 31.0065
1.93732 -46.8016 -14.8508
1.95477 -40.3302 -64.9194
1.97222 -9.37205 -109.502
1.98968 43.3601 -138.429
2.00713 110.956 -142.127
2.02458 181.891 -113.629
2.04204 240.858 -51.2711
2.05949 271.445 38.8733
2.07694 260.5 142.166
2.0944 203.038 237.321
2.11185 105.843 301.351
2.1293 -12.1568 316.51
2.14675 -123.831 277.03
2.16421 -201.597 192.895
2.18166 -226.771 88.5167
2.19911 -197.145 -4.17701
2.21657 -129.472 -56.5174
2.23402 -55.0571 -54.0956
2.25147 -9.16588 -3.68193
2.26893 -17.5755 67.2425
2.28638 -85.205 119.117
2.30383 -191.554 114.7
2.32129 -295.514 34.2588
2.33874 -348.696 -114.233
2.35619 -313.021 -294.32
2.37365 -176.317 -450.852
2.3911 40.0456 -527.579
2.40855 284.852 -486.695
2.42601 491.458 -323.438
2.44346 598.419 -70.3597
2.46091 569.458 210.629
2.47837 406.011 446.117
2.49582 148.043 573.191
2.51327 -137.202 558.456
2.53073 -374.873 407.994
2.54818 -504.306 165.262
2.56563 -496.137 -102.126
2.58309 -359.683 -322.335
2.60054 -138.777 -439.709
2.61799 102.148 -429.55
2.63545 297.096 -303.271
2.6529 396.84 -103.018
2.67035 381.33 111.965
2.68781 263.088 282.772
2.70526 81.3334 366.848
2.72271 -110.774 348.219
2.74017 -261.625 239.59
2.75762 -334.87 76.4542
2.77507 -317.737 -94.418
2.79253 -222.226 -228.427
2.80998 -79.5499 -294.677
2.82743 69.9423 -282.685
2.84489 188.182 -202.985
2.86234 248.933 -82.1767
2.87979 243.183 45.6328
2.89725 179.463 148.294
2.9147 79.6874 203.422
2.93215 -27.8516 202.765
2.94961 -116.136 152.511
2.96706 -165.744 70.046
2.98451 -168.495 -21.508
3.00197 -127.953 -99.3261
3.01942 -57.2026 -145.975
3.03687 25.1545 -152.581
3.05433 99.5815 -119.701
3.07178 149.702 -56.1476
3.08923 165.17 23.6436
3.10669 142.995 102.897
3.12414 87.3851 165.734
3.14159 8.40353 199.823
Random rotation
0 4655.27 20933.2
0.0174533 10778.2 18313.9
0.0349066 15300.6 13843.9
0.0523599 17736.6 8396.41
0.0698132 18031.5 2900.4
0.0872665 16508.6 -1849.6
0.10472 13744.2 -5324.94
0.122173 10411.9 -7315.51
0.139626 7135.54 -7906.64
0.15708 4382.61 -7400.2
0.174533 2411.39 -6208.44
0.191986 1272.7 -4749.49
0.20944 852.993 -3366.27
0.226893 939.933 -2280.53
0.244346 1291.2 -1583.15
0.261799 1691.25 -1253.54
0.279253 1987.33 -1196.57
0.296706 2102.57 -1284.72
0.314159 2029.72 -1395.22
0.331613 1812.13 -1435.85
0.349066 1519.33 -1357.08
0.366519 1223.86 -1151.92
0.383972 983.822 -846.821
0.401426 833.104 -488
0.418879 779.231 -127.222
0.436332 807.211 189.972
0.453786 887.018 431.892
0.471239 982.321 583.809
0.488692 1058.47 647.138
0.506145 1088.44 635.859
0.523599 1056.21 571.546
0.541052 957.576 478.243
0.558505 798.939 378.119
0.575959 594.706 288.437
0.593412 364.099 220.027
0.610865 127.943 177.132
0.628319 -94.0762 158.31
0.645772 -285.448 158.022
0.663225 -434.074 168.473
0.680678 -532.765 181.405
0.698132 -579.138 189.567
0.715585 -575.08 187.731
0.733038 -525.971 173.212
0.750492 -439.788 145.892
0.767945 -326.216 107.867
0.785398 -195.817 62.7941
0.802851 -59.2951 15.0943
0.820305 73.1528 -30.8754
0.837758 192.397 -71.565
0.855211 290.862 -104.796
0.872665 362.943 -130.085
0.890118 405.336 -148.684
0.907571 417.255 -163.35
0.925025 400.505 -177.855
0.942478 359.366 -196.321
0.959931 300.263 -222.447
0.977384 231.206 -258.749
0.994838 161.02 -305.922
1.01229 98.4051 -362.441
1.02974 50.9302 -424.474
1.0472 24.0569 -486.177
1.06465 20.343 -540.357
1.0821 38.9526 -579.453
1.09956 75.5924 -596.722
1.11701 122.94 -587.457
1.13446 171.57 -550.046
1.15192 211.305 -486.658
1.16937 232.828 -403.398
1.18682 229.325 -309.808
1.20428 197.89 -217.711
1.22173 140.405 -139.495
1.23918 63.6617 -86.0847
1.25664 -21.4002 -64.908
1.27409 -101.326 -78.2668
1.29154 -162.447 -122.478
1.309 -193.5 -188.077
1.32645 -188.042 -261.188
1.3439 -146.156 -325.954
1.36136 -74.9441 -367.622
1.37881 12.4377 -375.714
1.39626 99.1983 -346.553
1.41372 168.386 -284.474
1.43117 206.72 -201.266
1.44862 207.872 -113.772
1.46608 174.299 -40.0471
1.48353 116.999 5.09518
1.50098 53.0252 14.0063
1.51844 1.22858 -11.5078
1.53589 -22.7554 -60.331
1.55334 -10.9096 -114.778
1.5708 34.704 -155.338
1.58825 102.292 -166.148
1.6057 173.554 -139.585
1.62316 228.943 -78.4868
1.64061 253.36 4.78931
1.65806 240.463 92.2931
1.67552 194.089 166.142
1.69297 126.249 213.989
1.71042 52.3739 232.338
1.72788 -14.4458 226.429
1.74533 -67.9792 206.702
1.76278 -110.253 183.204
1.78024 -149.092 160.258
1.79769 -192.655 133.811
1.81514 -243.174 92.9407
1.8326 -292.762 25.3708
1.85005 -323.568 -74.949
1.8675 -313.02 -201.328
1.88496 -242.784 -332.028
1.90241 -108.27 -434.003
1.91986 75.1901 -472.294
1.93732 272.627 -422.295
1.95477 437.15 -280.598
1.97222 523.328 -70.0662
1.98968 502.077 163.526
2.00713 371.878 363.118
2.02458 161.952 477.009
2.04204 -74.423 475.205
2.05949 -274.929 359.823
2.07694 -386.973 165.65
2.0944 -384.067 -49.8378
2.11185 -274.211 -224.056
2.1293 -97.2558 -308.807
2.14675 88.0889 -285.197
2.16421 223.332 -168.908
2.18166 268.932 -4.04039
2.19911 216.342 152.309
2.21657 89.3319 249.347
2.23402 -65.6226 259.026
2.25147 -196.247 183.998
2.26893 -262.483 54.5888
2.28638 -249.17 -83.6823
2.30383 -169.087 -187.107
2.32129 -55.7689 -228.872
2.33874 50.6508 -206.769
2.35619 118.804 -141.108
2.37365 136.721 -64.2865
2.3911 113.932 -6.66292
2.40855 74.8254 15.4237
2.42601 46.5466 4.82633
2.44346 46.7731 -19.6896
2.46091 76.4273 -33.2608
2.47837 120.084 -16.7641
2.49582 153.462 34.4354
2.51327 154.468 108.369
2.53073 112.925 181.558
2.54818 34.9628 228.83
2.56563 -59.5403 233.514
2.58309 -145.05 193.748
2.60054 -200.359 122.479
2.61799 -216.237 41.5221
2.63545 -197.736 -27.5148
2.6529 -160.553 -71.5074
2.67035 -123.353 -89.9163
2.68781 -99.4987 -93.2996
2.70526 -91.6987 -97.2186
2.72271 -91.6249 -114.369
2.74017 -84.4077 -148.337
2.75762 -55.9083 -191.529
2.77507 0.35556 -227.985
2.79253 79.4607 -239.789
2.80998 165.942 -214.419
2.82743 238.835 -150.121
2.84489 278.875 -57.3092
2.86234 275.135 44.4313
2.87979 228.702 132.518
2.89725 152.246 188.414
2.9147 65.8125 203.092
2.93215 -9.50417 179.174
2.94961 -57.796 129.295
2.96706 -72.4703 71.5109
2.98451 -57.1583 23.4871
3.00197 -23.4392 -2.58688
3.01942 13.5658 -2.862
3.03687 40.1296 18.1519
3.05433 47.8137 50.0697
3.07178 35.2778 80.5436
3.08923 7.73916 99.2421
3.10669 -25.4384 100.702
3.12414 -54.0535 85.3703
3.14159 -70.1839 58.7896
Random rotation
0 4240.67 20681
0.0174533 10293.1 18158.1
0.0349066 14766.3 13795.1
0.0523599 17171.9 8463.02
0.0698132 17455 3091.8
0.0872665 15942.8 -1522.55
0.10472 13219.5 -4853.08
0.122173 9967.24 -6696.99
0.139626 6816.05 -7152.92
0.15708 4232.91 -6540.08
0.174533 2467.48 -5288.4
0.191986 1554.03 -3829.71
0.20944 1357.09 -2513.06
0.226893 1640.98 -1556.97
0.244346 2143.01 -1039.97
0.261799 2633.81 -922.332
0.279253 2955.3 -1086.56
0.296706 3034.01 -1383.41
0.314159 2873.29 -1672.31
0.331613 2531.65 -1849.29
0.349066 2095.35 -1859.81
0.366519 1652.63 -1697.97
0.383972 1274.28 -1395.91
0.401426 1002.94 -1008.26
0.418879 850.918 -596.078
0.436332 804.651 -213.67
0.453786 833.105 99.8552
0.471239 897.488 324.021
0.488692 960.025 456.058
0.506145 990.422 507.004
0.523599 969.459 496.382
0.541052 889.849 446.794
0.558505 754.951 379.442
0.575959 576.124 311.106
0.593412 369.543 252.697
0.610865 153.108 209.205
0.628319 -56.1022 180.662
0.645772 -243.629 163.694
0.663225 -398.641 153.241
0.680678 -514.276 144.132
0.698132 -587.471 132.291
0.715585 -618.496 115.487
0.733038 -610.328 93.6011
0.750492 -568.024 68.4906
0.767945 -498.134 43.5201
0.785398 -408.203 22.8984
0.802851 -306.338 10.923
0.820305 -200.818 11.2425
0.837758 -99.7201 26.2229
0.855211 -10.5242 56.4863
0.872665 60.2951 100.669
0.890118 107.69 155.423
0.907571 128.43 215.663
0.925025 121.427 275.037
0.942478 87.9188 326.578
0.959931 31.4921 363.468
0.977384 -42.1247 379.836
0.994838 -125.487 371.489
1.01229 -210.071 336.496
1.02974 -287.071 275.542
1.0472 -348.271 191.977
1.06465 -386.902 91.5697
1.0821 -398.374 -18.0431
1.09956 -380.772 -128.144
1.11701 -335.073 -229.863
1.13446 -265.024 -315.133
1.15192 -176.7 -377.554
1.16937 -77.7995 -413.053
1.18682 23.233 -420.254
1.20428 118.152 -400.533
1.22173 199.799 -357.744
1.23918 262.829 -297.66
1.25664 304.196 -227.222
1.27409 323.352 -153.663
1.29154 322.12 -83.6361
1.309 304.28 -22.4396
1.32645 274.895 26.5644
1.3439 239.46 62.2405
1.36136 202.981 85.6215
1.37881 169.125 99.4707
1.39626 139.606 107.493
1.41372 113.962 113.303
1.43117 89.8477 119.331
1.44862 63.8595 125.926
1.46608 32.8037 130.93
1.48353 -4.85738 129.943
1.50098 -47.7471 117.378
1.51844 -90.9289 88.1689
1.53589 -126.225 39.8132
1.55334 -143.646 -25.82
1.5708 -133.789 -101.496
1.58825 -90.7064 -174.947
1.6057 -14.5228 -230.739
1.62316 87.0283 -253.461
1.64061 198.806 -231.605
1.65806 300.464 -161.149
1.67552 370.379 -47.8251
1.69297 390.487 92.7398
1.71042 350.85 237.328
1.72788 252.74 359.507
1.74533 109.319 435.147
1.76278 -56.3942 447.743
1.78024 -215.868 392.252
1.79769 -340.713 276.508
1.81514 -408.341 119.912
1.8326 -406.389 -50.2122
1.85005 -335.055 -203.716
1.8675 -207.065 -313.091
1.88496 -45.4865 -358.31
1.90241 120.089 -330.357
1.91986 258.354 -233.08
1.93732 341.534 -83.1927
1.95477 350.504 91.6955
1.97222 279.127 257.075
1.98968 136.943 377.424
2.00713 -50.8 423.386
2.02458 -246.568 378.988
2.04204 -407.541 247.041
2.05949 -495.207 50.7876
2.07694 -485.372 -169.593
2.0944 -375.68 -365.571
2.11185 -187.935 -492.21
2.1293 36.2113 -520.227
2.14675 245.586 -444.421
2.16421 393.073 -285.539
2.18166 448.36 -84.6504
2.19911 405.827 108.431
2.21657 285.097 249.037
2.23402 124.24 309.492
2.25147 -31.9231 285.321
2.26893 -144.472 194.345
2.28638 -190.088 69.6032
2.30383 -165.286 -51.0278
2.32129 -84.7604 -135.031
2.33874 24.6366 -162.433
2.35619 131.775 -128.69
2.37365 208.564 -43.5868
2.3911 235.205 72.5177
2.40855 203 193.551
2.42601 115.068 292.646
2.44346 -14.5047 346.652
2.46091 -162.847 340.129
2.47837 -301.868 268.582
2.49582 -403.227 140.302
2.51327 -444.208 -24.066
2.53073 -413.32 -194.873
2.54818 -313.93 -339.587
2.56563 -164.43 -430.451
2.58309 5.70606 -451.547
2.60054 163.243 -402.992
2.61799 279.833 -300.678
2.63545 339.318 -171.387
2.6529 341.272 -44.7448
2.67035 299.615 55.4018
2.68781 236.817 117.322
2.70526 175.731 143.406
2.72271 131.923 147.308
2.74017 109.096 147.424
2.75762 99.0888 159.139
2.77507 86.2215 188.624
2.79253 54.3047 230.351
2.80998 -6.30529 269.073
2.82743 -94.1126 285.459
2.84489 -195.931 263.311
2.86234 -290.502 195.811
2.87979 -354.987 88.6754
2.89725 -372.09 -40.8196
2.9147 -335.465 -168.525
2.93215 -251.675 -270.231
2.94961 -138.21 -328.362
2.96706 -18.3121 -336.478
2.98451 85.6366 -300.285
3.00197 158.061 -235.039
3.01942 193.722 -160.354
3.03687 197.91 -94.1703
3.05433 183.504 -47.7494
3.07178 166.018 -23.1531
3.08923 158.289 -13.7569
3.10669 166.456 -7.41487
3.12414 188.338 8.88566
3.14159 214.532 44.393
