5.000000000000000278e-02 -5.487131743194666872e-02 -2.701007578759211936e-01 -1.826999389043225119e-01
5.000000000000000278e-02 7.648396897491115121e-02 -1.326352872321997778e-01 9.648897997956673925e-03
5.000000000000000278e-02 2.241456051765398638e-01 -3.184613423816207711e-01 9.108089610493799726e-02
5.000000000000000278e-02 -2.221582967202134218e-01 -3.448874212474430934e-01 1.827572382066094403e-01
5.000000000000000278e-02 -4.975544963021150124e-02 -1.960102801638310618e-02 4.131814306862788277e-01
5.000000000000000278e-02 3.835347308851375647e-01 1.039520331567640558e-02 2.043551821474132169e-02
5.000000000000000278e-02 -2.936160230556417727e-01 1.771516888823780889e-01 1.971888592729902356e-01
5.000000000000000278e-02 -1.106868299390553756e-01 4.529264400030790644e-02 -2.368534168782028826e-01
5.000000000000000278e-02 -1.494311482931804658e-01 2.108375546822252242e-02 -2.223903977993657577e-02
5.000000000000000278e-02 9.339004123308268512e-02 -8.413002329776678168e-02 9.802477708466597606e-02
5.000000000000000278e-02 2.557162426729769900e-01 8.315737545818002729e-02 -1.867496091242614453e-01
5.000000000000000278e-02 -5.798796777741888064e-02 -3.472328067829427017e-02 1.285390599126865208e-01
5.000000000000000278e-02 1.467007954316106033e-01 -2.881831616987189371e-01 3.124504710751949826e-02
5.000000000000000278e-02 2.322883940391454738e-01 2.327483667295267011e-01 -7.093041713979175711e-02
5.000000000000000278e-02 -1.896386840689194553e-01 -1.886982359343141735e-01 -2.488901071358912143e-01
5.000000000000000278e-02 3.212083477722926239e-01 6.598188815084640724e-02 2.409221635631976222e-01
5.000000000000000278e-02 3.693790715396836899e-01 -4.908631270415231285e-02 1.007032546304136855e-01
5.000000000000000278e-02 1.018198184454842531e-01 -2.055442208000553272e-02 1.836986005023319990e-01
5.000000000000000278e-02 7.131809917244957830e-02 1.519121076438331441e-01 -2.007854505535472400e-01
5.000000000000000278e-02 2.504382936554280792e-01 -2.630836662245002455e-01 1.733688750196948902e-01
5.000000000000000278e-02 -1.417485174110643398e-01 1.819223256826401139e-02 4.021478476549980030e-01
5.000000000000000278e-02 -3.341420917941988894e-02 5.123876905789259868e-03 3.060715057722296351e-01
5.000000000000000278e-02 -1.426162868409326379e-01 -7.452198521614068760e-02 -5.828636042807549406e-02
5.000000000000000278e-02 2.231004415772890326e-01 3.474113379067063079e-01 8.072572082665541160e-02
5.000000000000000278e-02 2.202967692277559009e-01 -1.311022141550180764e-01 -3.016196807538416014e-01
5.000000000000000278e-02 6.219050719969505814e-02 -2.614389051085433957e-01 -3.382379311798111576e-01
5.000000000000000278e-02 6.525895483593036062e-02 -2.159397615881744267e-02 -3.361057859418610239e-01
5.000000000000000278e-02 -1.863397359414202537e-01 -1.313083018358465748e-01 1.715177866291792835e-02
5.000000000000000278e-02 -3.224520499334465606e-01 4.109284958676334004e-02 -5.951024661900614771e-02
5.000000000000000278e-02 -1.839246576274208289e-01 1.410074291289507842e-01 5.609716496537036495e-02
5.000000000000000278e-02 1.743813428649154673e-03 1.582280002951719777e-01 -3.913428518338690765e-02
5.000000000000000278e-02 -1.593813990765312605e-01 5.398592023480652986e-03 2.952504392524176180e-01
